2017-07-26  20:23:36	   32.3		 «
2017-07-26  20:23:39	   32.3		 «
2017-07-26  20:23:42	   32.3		 «
2017-07-26  20:23:45	   32.4		 «
2017-07-26  20:23:48	   32.4		 «
2017-07-26  20:23:51	   32.5		 «
2017-07-26  20:23:54	   32.5		 «
2017-07-26  20:23:57	   32.5		 «
2017-07-26  20:24:00	   32.5		 «
2017-07-26  20:24:03	   32.5		 «
2017-07-26  20:24:06	   32.5		 «
2017-07-26  20:24:09	   32.5		 «
2017-07-26  20:24:12	   32.5		 «
2017-07-26  20:24:15	   32.5		 «
2017-07-26  20:24:18	   32.5		 «
2017-07-26  20:24:21	   32.5		 «
2017-07-26  20:24:24	   32.5		 «
2017-07-26  20:24:27	   32.5		 «
2017-07-26  20:24:30	   32.6		 «
2017-07-26  20:24:33	   32.6		 «
2017-07-26  20:25:15	   32.5		 «
2017-07-26  20:25:18	   32.6		 «
2017-07-26  20:25:21	   32.6		 «
2017-07-26  20:25:24	   32.5		 «
2017-07-26  20:25:27	   32.4		 «
2017-07-26  20:25:30	   32.4		 «
2017-07-26  20:25:33	   32.3		 «
2017-07-26  20:25:36	   32.3		 «
2017-07-26  20:25:39	   32.3		 «
2017-07-26  20:25:42	   32.4		 «
2017-07-26  20:25:45	   32.3		 «
2017-07-26  20:25:48	   32.3		 «
2017-07-26  20:25:51	   32.3		 «
2017-07-26  20:25:54	   32.3		 «
2017-07-26  20:25:57	   32.3		 «
2017-07-26  20:26:00	   32.2		 «
2017-07-26  20:26:06	   32.2		 «
2017-07-26  20:26:09	   32.2		 «
2017-07-26  20:33:50	   32.4		 «
2017-07-26  20:33:50	   32.4		 «
2017-07-26  20:33:51	   32.4		 «
2017-07-26  20:33:51	   32.4		 «
2017-07-26  20:33:52	   32.3		 «
2017-07-26  20:33:52	   32.3		 «
2017-07-26  20:33:53	   32.3		 «
2017-07-26  20:33:53	   32.3		 «
2017-07-26  20:33:54	   32.3		 «
2017-07-26  20:33:54	   32.3		 «
2017-07-26  20:33:54	   32.3		 «
2017-07-26  20:33:55	   32.3		 «
2017-07-26  20:33:55	   32.2		 «
2017-07-26  20:33:56	   32.2		 «
2017-07-26  20:33:56	   32.2		 «
2017-07-26  20:33:57	   32.2		 «
2017-07-26  20:33:57	   32.2		 «
2017-07-26  20:33:57	   32.2		 «
2017-07-26  20:33:58	   32.2		 «
2017-07-26  20:33:58	   32.2		 «
2017-07-26  20:33:59	   32.2		 «
2017-07-26  20:33:59	   32.2		 «
2017-07-26  20:34:00	   32.2		 «
2017-07-26  20:34:00	   32.2		 «
2017-07-26  20:34:00	   32.2		 «
2017-07-26  20:34:01	   32.2		 «
2017-07-26  20:34:01	   32.1		 «
2017-07-26  20:34:02	   32.1		 «
2017-07-26  20:34:02	   32.1		 «
2017-07-26  20:34:03	   32.1		 «
2017-07-26  20:34:03	   32.1		 «
2017-07-26  20:34:04	   32.1		 «
2017-07-26  20:34:04	   32.1		 «
2017-07-26  20:34:05	   32.1		 «
2017-07-26  20:34:05	   32.1		 «
2017-07-26  20:34:06	   32.2		 «
2017-07-26  20:34:06	   32.2		 «
2017-07-26  20:34:07	   32.2		 «
2017-07-26  20:34:07	   32.2		 «
2017-07-26  20:34:07	   32.2		 «
2017-07-26  20:34:08	   32.2		 «
2017-07-26  20:34:08	   32.1		∑Ò
2017-07-26  20:34:09	   32.1		∑Ò
2017-07-26  20:34:09	   32.2		∑Ò
2017-07-26  20:34:10	   32.2		∑Ò
2017-07-26  20:34:11	   32.1		∑Ò
2017-07-26  20:34:11	   32.1		∑Ò
2017-07-26  20:34:11	   32.1		∑Ò
2017-07-26  20:34:12	   32.1		∑Ò
2017-07-26  20:34:12	   32.1		∑Ò
2017-07-26  20:34:13	   33.1		 «
2017-07-26  20:34:13	   32.1		∑Ò
2017-07-26  20:34:14	   32.1		∑Ò
2017-07-26  20:34:14	   32.1		∑Ò
2017-07-26  20:34:14	   32.1		∑Ò
2017-07-26  20:34:15	   32.1		∑Ò
2017-07-26  20:34:15	   32.1		∑Ò
2017-07-26  20:34:16	   32.1		∑Ò
